word,antonym
peristalsis,anastalsis
permanence,impermanence
permanency,impermanence
permeability,impermeability
permeableness,impermeability
permissibility,impermissibility
permissiveness,unpermissiveness
permit,forbid;disallow|prevent
personal judgement,judgment in rem
personal judgment,judgment in rem
persuasion,dissuasion
persuasiveness,unpersuasiveness
pertinence,inapplicability
pertinency,inapplicability
perviousness,impenetrability;imperviousness
pessimism,optimism|optimism
pessimist,optimist
petit larceny,grand larceny
petty larceny,grand larceny
phanerogamae,Cryptogamia
philogyny,misogyny
physical fitness,unfitness
physicalness,immateriality;incorporeality
piece,disassemble
piety,impiety
pigmentation,depigmentation
pilosity,hairlessness
pin,unpin
pining,unpin
pinning,unpin
piousness,impiety
pit,Heaven
place,divest
plaintiff,defendant
plantigrade mammal,digitigrade mammal
plasticity,unmalleability
plausibility,implausibility
plausibleness,implausibility
play,tightness
pleasance,pain
pleasantness,unpleasantness|unpleasantness
pleasingness,unpleasingness
pleasure,pain
pleasure-pain principle,reality principle
pleasure-unpleasure principle,reality principle
pleasure principle,reality principle
pleurocarp,acrocarp
pleurocarpous moss,acrocarp
plosive,continuant consonant
plosive consonant,continuant consonant
plosive speech sound,continuant consonant
pluck,gutlessness
pluck,undercharge
pluckiness,gutlessness
plume,undercharge
plural form,singular
pluralism,monism
point,unpointedness
point of apoapsis,periapsis;point of periapsis
point of periapsis,apoapsis;point of apoapsis
pointedness,unpointedness
politeness,impoliteness
political correctitude,political incorrectness
political correctness,political incorrectness
political incorrectness,political correctness
pollution,decontamination
polyphonic music,monophony;monophonic music
polyphony,monophony;monophonic music
polysemy,monosemy
polytheism,monotheism
poor people,rich people;rich
poorness,wealth
popularity,unpopularity
populated area,rural area
porosity,solidity
porousness,solidity
positive charge,negative charge
positiveness,negativity;negativeness|negativity;negativeness|unfavorableness|negativity;negativeness
positivism,negativity;negativeness
positivity,negativity;negativeness|negativity;negativeness|unfavorableness|negativity;negativeness
possibility,impossibility
possibleness,impossibility
posteriority,anteriority|priority
postulate,obviate
potence,impotency;impotence
potency,impotency;impotence
potentiality,incapability
poverty,wealth
power,powerlessness;powerlessness|inability
power mower,hand mower
powerfulness,powerlessness;powerlessness
powerlessness,power
practicability,impracticability;impracticableness
practicableness,impracticability;impracticableness
practicality,impracticality
praise,criticize
precariousness,certainty
precedence,posteriority
precedency,posteriority
precipitousness,gradualness
preciseness,impreciseness;imprecision
precision,impreciseness;imprecision
predictability,unpredictability
prefix,suffix
preparation,resolution
prescription drug,over-the-counter drug;over-the-counter medicine
prescription medicine,over-the-counter drug;over-the-counter medicine
prescriptive linguistics,descriptive linguistics
presence,absence|absence
presentness,futurity
preserve,discontinue
preserves,discontinue
pretension,unpretentiousness
pretentiousness,unpretentiousness
prevaricator,square shooter
pride,humility
pridefulness,humility
primary cell,electrolytic cell
priority,posteriority
private enterprise,non-market economy
privatisation,nationalization
privatization,nationalization
pro-lifer,pro-choice
probability,improbability
procaryote,eukaryote
proceeding,discontinue
proceedings,discontinue
proceeds,discontinue
procession,retreat
productiveness,unproductiveness
productivity,unproductiveness
profit,lose
profitability,unprofitableness;unprofitability
profitableness,unfavorableness|unprofitableness;unprofitability
profits,losings
profits,lose
profoundness,shallowness|superficiality
profundity,superficiality|shallowness
progress,retreat
progress,regress|recede
progression,retreat
prokaryote,eukaryote
proliferation,nonproliferation
prominence,obscurity
promotion,demotion
promptness,tardiness
pronation,supination
proper name,common noun
proper noun,common noun
properness,impropriety;improperness
propitiousness,inauspiciousness;unpropitiousness
proportion,disproportion
proportional font,fixed-width font
proprietary drug,generic drug
propriety,impropriety;improperness
prosecution,defense|defense
providence,improvidence
prudence,imprudence
psychopathy,mental health
psychotic depression,neurotic depression
puke,keep down
puking,keep down
pull,push|repel
pulling,push|repel
punctuality,tardiness
purchase,sell
purchasing,sell
pureness,impurity
purge,rehabilitate|keep down
purity,impurity
purposefulness,purposelessness
purposelessness,purposefulness
push,pull
push back,attract
pushing,pull
put,call option
put,divest
put option,call option
putting,divest
qualifying,failing
qualifying,disqualify|disqualify
queen,king;male monarch
queen regnant,king;male monarch
queens,king;male monarch
quenching,ignite
query,answer
question,answer
quickening,deceleration
quickening,decelerate
race,linger
racing,linger
radial asymmetry,radial symmetry
radial symmetry,radial asymmetry
raggedness,smoothness
raiment,undress
rainy season,dry season
raise,descent
raise,lower|level|demote
rally,demobilize
ratite,carinate
ratite bird,carinate
ravel,unravel;unknot
raveling,ravel|unravel;unknot
ravelling,ravel|unravel;unknot
rawness,completeness|experience
razing,raise
readability,illegibility
realism,unreality
reality,unreality|unreality
reality principle,pleasure principle
realness,unreality
recall,forget|issue
recapitulation,cenogenesis
receptor,effector
reconditeness,clarity
record,erase
recording,erase
recto,verso
red ink,gain
redress,wrong
reduced instruction set computer,complex instruction set computing;complex instruction set computer;CISC
reduced instruction set computing,complex instruction set computing;complex instruction set computer;CISC
reducing,blow up|oxidize;oxidise|expand|gain
reduction,increase
reentering angle,salient angle
reentrant angle,salient angle
refrain,act|consume
refuse,accept|accept|lend oneself|allow|admit
regaining,lose
regard,inattentiveness|disesteem|disrespect
regress,progress
regularity,irregularity
regulating,deregulate
regulation time,overtime
reject,accept|accept|approve|admit
rejection,acceptance
relapse,get well
relapsing,get well
relatedness,unrelatedness
release,hold|confine|block;freeze
relegating,promote
relevance,irrelevance
relevancy,irrelevance
reliability,undependability;undependableness;unreliability;unreliableness
reliableness,undependability;undependableness;unreliability;unreliableness
religious person,nonreligious person
relinquishing,hold
remains,change
remembering,forget|forget
remoteness,nearness
renaissance man,specialist
renown,infamy
repair,break
repatriate,expatriate
repulse,attract|attract
repulsion,attraction
repulsive force,attraction
reputability,unrespectability;disreputability
reputation,disrepute
repute,disrepute
requirement,inessential
requisition,derequisition
resister,agonist
resoluteness,irresoluteness
resolution,irresoluteness|preparation
resolve,irresoluteness
respect,disesteem|disrespect
respect,disrespect;disesteem|disrespect
respectability,unrespectability;disreputability
respects,disesteem|disrespect
respects,disrespect;disesteem|disrespect
responsibility,irresponsibility;irresponsibleness
responsibleness,irresponsibility;irresponsibleness
responsiveness,unresponsiveness
rest,be active|change
rest day,workday
restraint,unrestraint
restrictiveness,permissiveness
retailing,wholesale
retard,accelerate
retardation,acceleration
retch,keep down
retreat,advance
retreat,advance
retreated,advance
reverence,irreverence
reversal,affirmation
reversibility,irreversibility
reversible process,irreversible process
reward,penalty
reward,dishonor
rex,queen;female monarch
rich people,poor people;poor
riches,poor people;poor
ricketiness,steadiness
ride,walk
riding,walk
right-angled triangle,oblique triangle
right angle,oblique angle
right triangle,oblique triangle
righteousness,unrighteousness
rightfulness,wrong;wrongfulness
rightness,wrongness|inappropriateness|incorrectness;wrongness
rigidity,flexibility
rigidness,flexibility
ring,open chain
rings,open chain
ripeness,greenness
risc,complex instruction set computing;complex instruction set computer;CISC
rise,fall|descent|fall
rise,fall|sit down|wane|go to bed;turn in|set
rising prices,deflation
rising tide,ebbtide
rising trot,sitting trot
rivalry,cooperation
road game,home game
roll,unwind
roman numeral,Arabic numeral
romantic movement,classicism
romanticism,classicism
root,descendant
roots,descendant
rotor,stator
rotor coil,stator
roughness,smoothness
rounder,square
roundness,angularity
rudeness,courtesy
run,malfunction|idle
rural area,urban area
rushing,linger|delay
rusticity,urbanity
rut,anestrus
sack,hire
sacking,hire
saddle,unsaddle
sadist,masochist
sadness,happiness
safeness,dangerousness
safety,danger
salient angle,reentrant angle
saltwater,fresh water
salubriousness,insalubrity;insalubriousness
salubrity,insalubrity;insalubriousness
sameness,difference
sanction,disapprove
sanctitude,unholiness
sanctity,unholiness
saneness,insanity
sang,keep quiet
sanitariness,unsanitariness
sanity,insanity
sat,stand|arise
satisfaction,dissatisfaction
satisfactoriness,unsatisfactoriness
scarceness,abundance
scarcity,abundance
scent,deodorize;deodourise
school text,trade edition
schoolbook,trade edition
scrag,fat person
scramble,unscramble
screw,unscrew
screwing,unscrew
scrupulousness,unscrupulousness
seal,unseal
sealing,unseal
seasonableness,unseasonableness;untimeliness
seawater,fresh water
secretiveness,openness
secured bond,unsecured bond
secureness,insecureness|looseness
securer,insecure|insecure|insecure
security,insecurity
seemliness,unseemliness
segregate,desegregate
segregation,integration
self-centeredness,altruism
self-concern,altruism
self-consciousness,unselfconsciousness
self-distrust,confidence
self-doubt,confidence
self-fertilisation,cross-fertilization
self-fertilization,cross-fertilization
self-interest,altruism
self-pollination,cross-pollination
selfishness,unselfishness
selflessness,egoism
sell,buy
selling,buy
sense of movement,kinanesthesia
sense of purpose,purposelessness
sense organ,effector
sensibility,insensibility
sensitiveness,insensitivity;insensitiveness
sensitivity,insensitivity;insensitiveness
sensory receptor,effector
sentence,acquittal
sentience,insentience
separation,union
september equinox,vernal equinox
sequential operation,parallel operation
sequestration,integration
serial operation,parallel operation
serious-mindedness,frivolity
seriousness,frivolity
service,disservice
serviceman,civilian
services,disservice
setting,rise
settle,float
settling,float
settlings,float
shallowness,profundity|deepness
shame,honor
sharper,dull|dull|flat
sharpness,dullness|indistinctness;softness|dullness
sheathing,unsheathe
ship,disembark
shipping,disembark
shop,boycott;boycott
shopping,boycott;boycott
shortening,lengthen|expand|lengthen
shortness,longness|longness|tallness
shortsightedness,hyperopia|providence
shout,whisper
shouting,whisper
show,disprove|hide
showing,disprove|hide
showtime,middle
shrink,stretch;expand
shrinking,stretch;expand
shutting,opening
shutting,open|open|admit
sickness,wellness;wellness
significance,insignificance
silence,sound
silence,louden
similarity,dissimilarity
similitude,unlikeness;dissimilitude
simpleness,complexity|difficulty
simplicity,complexity|difficulty
simultaneous operation,serial operation
sincerity,insincerity|frivolity
singular form,plural
singular matrix,nonsingular matrix
sink,source
sink,float
sinking,float
sis,brother
sister,brother
sitter,stander
sitting trot,rising trot
skillfulness,unskillfulness
skim milk,whole milk
skimmed milk,whole milk
skin and bones,fat person
slave state,free state
sleep,wake
sleepiness,wakefulness
sleeplessness,sleepiness
slenderness,thickness
sloppiness,carefulness
slow lane,fast lane
slowing,acceleration
slowing,accelerate
slug,work
slumber,wake
slur,focus
small letter,uppercase
smallness,largeness;bigness
smart bomb,dumb bomb
smoker,nonsmoker
smoother,rough|rough|staccato|rough
smoothness,roughness
snail mail,electronic mail
snap,inelasticity
snarl,disentangle;unsnarl
soak,undercharge
soberness,drunkenness
sobriety,drunkenness
sociability,unsociability
sociableness,unsociability
socialism,capitalism
socialist economy,capitalism
soft-finned fish,spiny-finned fish
soft drug,hard drug
soft spot,good part
soft water,hard water
softball,hardball
softball game,hardball
softness,hardness|fitness|loudness|distinctness;sharpness
software,hardware
software package,hardware
software program,hardware
software system,hardware
soil,clean
soiling,clean
solar apex,antapex
solderer,unsold
solemnity,levity
solidity,porosity|hollowness
solidness,porosity|insubstantiality
solubility,unsolvability;insolubility|insolubility
solvability,unsolvability;insolubility
solvency,insolvency
somnolence,wakefulness
son,daughter;girl
sophistication,naivete
sorrow,joy
sounder,unsound|unsound
soundness,unsoundness|unsoundness|unsoundness
source,sink
source program,object program
souring,sweeten
southernness,northernness
spareness,fatness
spat,boo
special agent,general agent
special verdict,general verdict
specialiser,generalist
specialist,generalist
speciality,weak point
specializer,generalist
specialness,generality
specialty,weak point
spectral color,achromatic color
spectral colour,achromatic color
speed,linger|decelerate|decelerate
speeding,linger|decelerate|decelerate
speedup,deceleration
spell,unspell
spelling,unspell
spelt,unspell
spending,income
spiny-finned fish,soft-finned fish
spiritism,worldliness
spiritualism,worldliness
spirituality,worldliness
split ticket,straight ticket
split up,unite
splitter,lumper
spoils system,merit system
sponginess,incompressibility
sponsor,boycott;boycott
spontaneous abortion,live birth
spotlight,background;play down
spreading,gather|fold
spring equinox,autumnal equinox
springtide,neap tide
spuriousness,genuineness
squandering,conserve
square shooter,liar
squeezability,incompressibility
stabilisation,destabilization;destabilisation
stability,instability;unstableness|instability|inconstancy
stabilization,destabilization;destabilisation
stableness,instability;unstableness
staleness,freshness
stand,sit|yield
stander,sitter
start,middle|finish
start,end|end|end|stop|stop
starting time,middle
state of war,peace
stator,rotor
stator coil,rotor
stay,change|move|depart
stays,change|move|depart
steadiness,unsteadiness|unsteadiness
steeper,gradual
steepness,gradualness
step-down,increase
step-up,decrease
sterility,fertility
stick,dislodge|move
stiffening,loosen|loosen
stifle,stimulate
stigmatism,astigmatism
stillbirth,live birth
stillborn infant,liveborn infant
stillness,motion
stinginess,generosity
stop,continuant consonant
stop,start|continue|start|begin
stop consonant,continuant consonant
stopes,start|continue|start|begin
stopping,start|continue|start|begin
stops,continuant consonant
stops,start|continue|start|begin
stoutheartedness,faintheartedness
straight arrow,liar
straight line,curve
straight shooter,liar
straight ticket,split ticket
straightness,curliness|crookedness|indirectness
strain,relax;unstrain
strangeness,familiarity|nativeness
stranger,acquaintance|acquaintance
stranger,familiar|native
strap,unstrap
stratified language,unstratified language
strength,weakness|weak point|unpersuasiveness|weakness
strengthening,weakening|weakening
strengthening,weaken|weaken
stretching,shrink
strike,miss
string,unstring
strings,unstring
strip,dress
stripes,dress
striping,dress
stripping,dress
strong point,weak point
strong suit,weak point
studio,location
stuff,unstuff
stuffing,unstuff
stupidity,intelligence
suasion,dissuasion
subject case,oblique
submersible warship,surface ship
subordination,insubordination
subsequence,priority
subsequentness,priority
substantiality,insubstantiality
substantialness,insubstantiality
subtraction,addition
succeeder,loser
success,failure|failure|loser
suck,bottlefeed
sucking,bottlefeed
suckling,bottlefeed
sufficiency,insufficiency;inadequacy
suffix,prefix
suitability,unsuitability;unsuitableness
suitableness,unsuitability;unsuitableness
summer solstice,winter solstice
sundown,sunrise
sung,keep quiet
sunniness,uncheerfulness
sunshine,uncheerfulness
sunup,sunset
superficiality,profundity
superiority,inferiority;low quality
supination,pronation
supply,demand
supply,recall
supplying,recall
support,negate
surcharge,undercharge
sure thing,uncertainty
surface mail,air mail
surface ship,submersible
surge,ebb
surprisingness,expectedness
surrender,resist
susceptibility,unsusceptibility
susceptibleness,unsusceptibility
swearing,mistrust
sweetening,sour
sweetness,unpleasantness
swim,sink
symmetricalness,asymmetry
symmetry,asymmetry|disproportion|anisotropy
sympatry,allopatry
syncategorem,categorem;categoreme
syncategoreme,categorem;categoreme
synchroneity,asynchronism;desynchronization;desynchronizing
synchronicity,asynchronism;desynchronization;desynchronizing
synchronisation,asynchronism;desynchronization;desynchronizing
synchronising,desynchronize;desynchronise
synchronism,asynchronism;desynchronization;desynchronizing
synchronization,asynchronism;desynchronization;desynchronizing
synchronizing,asynchronism;desynchronization;desynchronizing
synchronizing,desynchronize;desynchronise
synchronous operation,asynchronous operation
synchrony,asynchronism;desynchronization;desynchronizing
synergist,antagonist
synonym,antonym
synthesis,analysis
synthetic thinking,analysis
tack,disassemble
tacking,disassemble
tackle,unharness
tact,tactlessness
tactfulness,tactlessness
tactlessness,tactfulness
tail,head
tails,head
taint,disinfect
take,give|refuse|obviate|abstain|disclaim
takings,give|refuse|obviate|abstain|disclaim
talk,keep quiet
talking,keep quiet
talks,keep quiet
tallness,shortness
tally,disagree
tameness,wildness
tamer,wild|wild
tangibility,intangibility;impalpability
tangibleness,intangibility;impalpability
tangle,unravel;unknot|disentangle;unsnarl
tape,erase
taper file,blunt file
taping,erase
tardiness,punctuality
target program,source program
tastefulness,tastelessness
tastelessness,tastefulness
tattle,keep quiet
tautness,looseness
technophile,technophobe
technophobe,technophile
teemingness,scarcity
temperance,intemperance
temporalty,clergy
tenuity,thickness
territorial waters,high sea
terseness,verboseness
text,trade edition
text edition,trade edition
the true,falsity
theism,atheism
thereness,hereness
thermal reactor,fast reactor
thickness,thinness|thinness
thin person,fat person
think,forget
thinner,thick|fat|thick|full
thinness,thickness|fatness|thickness
thinning,thicken|thicken|gain
thought,forget
thoughtfulness,inconsideration;thoughtlessness|unthoughtfulness
thoughtlessness,consideration;thoughtfulness|thoughtfulness
throne,dethrone
thyrotoxicosis,hypothyroidism
tide,ebb
tidiness,untidiness|untidiness
tidings,ebb
tie,untie|disconnect
tight money,easy money
tightening,loosening
tightness,distribution|looseness
time off,work time
time to come,past
timeliness,unseasonableness;untimeliness|inopportuneness
timidity,boldness
timorousness,boldness
tipsiness,soberness
tire,refresh|interest
toadstool,mushroom
tobacco user,nonsmoker
togs,undress
tolerance,unpermissiveness|intolerance
tonality,atonality
tone,atonicity
tongue,artificial language
tonicity,atonicity
tonus,atonicity
top of the inning,bottom
toper,nondrinker
tough luck,good fortune;good luck
tractability,intractability
tractableness,intractability
trade book,text edition
trade edition,text edition
tragedy,comedy
transitiveness,intransitivity
transitivity,intransitivity
transparence,opacity
transparency,opacity
transport,disenchant
trapezium,parallelogram
travel,stay in place
traveling,stay in place
travelling,stay in place
tribalisation,detribalization;detribalisation
tribalization,detribalization;detribalisation
triumph,defeat
true statement,falsehood
trueness,falsity|disloyalty
trust,distrust
trust,mistrust
trustfulness,distrust
trustiness,untrustworthiness;untrustiness
trustingness,distrust
trustworthiness,untrustworthiness;untrustiness
truth,falsity|falsehood|inaccuracy
truthfulness,untruthfulness
tune,untune
tuning,untune
turn,unbend
turning,unbend
twine,untwine|unwind|untwist
twist,unbend|untwist
tying,untie|disconnect
type,antitype
typewriter font,proportional font
typicality,atypicality
ugliness,beauty
unacceptability,acceptability
unacceptableness,acceptability
unadaptability,adaptability
unaffectedness,affectedness
unalterability,alterability
unambiguity,ambiguity;equivocalness
unappetisingness,appetizingness
unappetizingness,appetizingness
unapproachability,approachability
unattractiveness,attractiveness
unavailability,accessibility;availability
unbalance,balance
unbalance,balance
unbecomingness,becomingness
unbelief,belief
unbounded interval,closed interval
unboundedness,finiteness
unbreakableness,breakableness
unceremoniousness,ceremoniousness
uncertainness,certainty
uncertainty,certainty|certainty
unchangeability,changeableness
unchangeableness,changeableness
unchangingness,changeableness
uncheerfulness,cheerfulness|cheerfulness
uncle,aunt
uncleanliness,cleanliness
uncleanness,cleanness
unclearness,clearness
uncloudedness,opacity
uncomfortableness,comfort
uncommonness,commonness
uncommunicativeness,communicativeness
unconcern,concern
uncongeniality,congeniality
unconnectedness,connectedness
unconscientiousness,conscientiousness|conscientiousness
unconsciousness,consciousness
unconventionality,conventionality|conventionality
uncovering,cover
uncreativeness,creativeness
undependability,dependability;dependableness;reliability;reliableness
undependableness,dependability;dependableness;reliability;reliableness
underachievement,overachievement
undercharge,overcharge
underestimate,overvalue;overestimate|overestimate
undergarment,overgarment
underrating,overestimate
understandability,incomprehensibility
understatement,overstatement
undesirability,desirability
undiscipline,discipline
undoing,make|wrap
undress,dress
undulatory theory,corpuscular theory;corpuscular theory of light
unearned run,earned run
unemotional person,emotional person
unemotionality,emotionality
unemployment,employment
unenlightenment,enlightenment
unequivocalness,ambiguity;equivocalness
unevenness,evenness;invariability|evenness
unexchangeability,exchangeability
unexpectedness,expectedness
unfairness,fairness|fairness;equity
unfaithfulness,fidelity;faithfulness
unfamiliarity,familiarity
unfastening,fasten|fasten
unfavorableness,favorableness
unfavourableness,favorableness
unfeasibility,feasibility
unfitness,fitness|ability|fitness
unfolding,fold
unfriendliness,friendliness|friendliness
ungodliness,godliness
ungraciousness,graciousness
ungratefulness,gratitude
unhappiness,happiness|happiness
unhealthfulness,healthfulness
unhealthiness,good health
unholiness,holiness
unification,separation|disunion
uniformity,nonuniformity
uniformness,nonuniformity
unimportance,importance
uninsurability,insurability
unintelligibility,intelligibility
uninterestingness,interestingness
uniting,disunion
uniting,divide|disunify
universal agent,special agent
universal proposition,particular;particular proposition
unjustness,justice
unkindness,kindness
unlawfulness,lawfulness
unleaded gasoline,leaded gasoline
unleaded petrol,leaded gasoline
unlikelihood,likelihood;likeliness
unlikeliness,likelihood;likeliness
unlikeness,likeness;similitude
unlisted security,listed security
unloading,loading
unmalleability,malleability
unmasking,mask
unmercifulness,mercifulness
unmindfulness,mindfulness;heedfulness
unnaturalness,naturalness
unneighborliness,neighborliness
unobtrusiveness,obtrusiveness
unoriginality,originality
unorthodoxy,orthodoxy|orthodoxy
unpalatability,palatability
unpalatableness,palatability
unperceptiveness,perceptiveness
unpermissiveness,permissiveness
unpersuasiveness,persuasiveness
unpleasantness,pleasantness|pleasantness
unpleasingness,pleasingness
unpointedness,pointedness
unpopularity,popularity
unpredictability,predictability
unpretentiousness,pretentiousness
unproductiveness,productiveness
unprofitability,profitableness;profitability
unprofitableness,profitableness;profitability
unpropitiousness,auspiciousness;propitiousness
unreality,reality|reality
unregularity,regularity
unrelatedness,relatedness
unreliability,dependability;dependableness;reliability;reliableness
unreliableness,dependability;dependableness;reliability;reliableness
unrespectability,respectability;reputability
unresponsiveness,responsiveness
unrestraint,restraint
unrighteousness,righteousness
unsanitariness,sanitariness
unsatisfactoriness,satisfactoriness
unscrupulousness,scrupulousness
unseasonableness,seasonableness;timeliness
unsecured bond,secured bond
unseemliness,seemliness
unselfconsciousness,self-consciousness
unselfishness,selfishness
unsimilarity,similarity
unskillfulness,skillfulness
unsnarling,entangle;snarl
unsociability,sociability
unsociableness,sociability
unsolvability,solvability;solubility
unsoundness,soundness|soundness
unstableness,stability;stableness
unsteadiness,steadiness|steadiness
unstratified language,stratified language
unsuccessful person,achiever
unsuitability,suitability;suitableness
unsuitableness,suitability;suitableness
unsusceptibility,susceptibility
untangling,ravel;knot
unthoughtfulness,thoughtfulness
untidiness,tidiness|tidiness
untimeliness,seasonableness;timeliness|opportuneness
untrustiness,trustworthiness;trustiness
untrustworthiness,trustworthiness;trustiness
untruth,truth
untruthfulness,truthfulness
untying,tie
untypicality,typicality
unusefulness,utility;usefulness
unusualness,usualness
unvariedness,variedness
unveiling,veil
unwariness,wariness
unwellness,wellness;wellness
unwholesomeness,wholesomeness
unwillingness,willingness
unwiseness,wisdom
unworthiness,worthiness|appropriateness
upgrade,descent
upgrade,downgrade|demote
uplift,depress
uplifting,depress
upper-case letter,lowercase
upper limit,minimum
uprising,sit down|set|fall|go to bed;turn in
upstager,downstage
uptick,downtick
uptime,downtime
urban area,rural area
urbanity,rusticity
usefulness,inutility;uselessness
uselessness,utility;usefulness
usualness,unusualness
utopia,dystopia
valgus,varus
value,disrespect;disesteem
values,disrespect;disesteem
vanishing,appear|appear
vanity,humility
vantage,disadvantage
variability,invariability;invariableness|evenness;invariability
variableness,invariability;invariableness
variance,invariability;invariableness
variedness,unvariedness
varietal,generic;generic wine
varietal wine,generic;generic wine
varus,valgus
veering,back
vegetation,fauna
veil,unveil
veiling,unveil
venial sin,mortal sin
veracity,mendacity
verboseness,terseness
verbosity,terseness
verity,falsity
vermiculation,anastalsis
vernal equinox,autumnal equinox
verso,recto|obverse
vest,divest
veto,permit;allow
victor,loser
victory,defeat
virtue,demerit
visibility,invisibility
visibleness,invisibility
vitalness,dispensability;dispensableness
vocalizing,devoice
voice,devoice
voicing,devoice
voiding,validate|validate
volatile storage,non-volatile storage
volley,ground stroke
voltaic cell,electrolytic cell
volume,softness
vomit,keep down
vomiting,keep down
vowel,consonant
vowel sound,consonant
vulnerability,invulnerability
wake,sleep|fall asleep|cause to sleep
wakefulness,sleepiness
wakening,cause to sleep|fall asleep
walk,ride
wane,wax|wax
war,peace
war,make peace
war hawk,dove
wariness,unwariness
warmer,cool|cool|cool
wasting,conserve
waterlessness,wetness
wave theory,corpuscular theory;corpuscular theory of light
wave theory of light,corpuscular theory;corpuscular theory of light
waviness,straightness
wax,wane|wane
weak part,good part
weak point,strong point
weak spot,good part
weakness,strength|strength
wealth,poverty
wealthiness,poverty
wear,refresh
weave,unweave
weaving,unweave
wedge,dislodge
weed,cultivated plant
weeds,cultivated plant
weight,unburden
weightiness,lightness
weighting,unburden
weightlessness,heaviness
welcomer,unwelcome
welfare,ill-being
well-being,ill-being
wellbeing,ill-being
wellness,illness
wester,east
westerner,eastern|eastern
wet-bulb thermometer,dry-bulb thermometer
wet-nurse,bottlefeed
wet fly,dry fly
wetness,dryness
wetter,dry|dry|dry|dry
wetting,dry
whisper,shout
whiteness,black
whiteness,blacken
whitening,blacken
whiting,blacken
whole milk,skim milk
wholesomeness,unwholesomeness
wideness,narrowness
wideness,narrow|take in
widening,narrowing|narrowing
widening,narrow|take in
wife,husband
wilder,tame|tame
wildness,tameness
will,disinherit
willingness,unwillingness
win,losings
win,lose|lose|fall back|fail
wind,unwind
winner,loser|loser|loser
winnings,losings
winter solstice,summer solstice
wire,unwire
wiring,unwire
wisdom,folly|unsoundness
wiseness,unsoundness|folly
wish,begrudge
wishing,begrudge
withholder,granter
woman,man|man
work,idle|malfunction
work day,rest day
work time,time off
workday,rest day
worker,nonworker
working day,rest day
workings,idle|malfunction
works,idle|malfunction
worldliness,naivete|otherworldliness
worry,reassure
worthiness,unworthiness
worthlessness,worth
wrap,unwrap|unwind
wrapping,unwrap|unwind
wrongfulness,right;rightfulness
wrongness,appropriateness|rightness|correctness;rightness
xerotes,wetness
yang,yin
yes,no
yesteryear,future
yield,stand|survive
yin,yang
yoke,unyoke
youngness,oldness
youth,aged
zealot,nonpartisan
zenith,nadir
zip,unzip
zipper,unzip
zoology,flora
zygodactyl foot,heterodactyl foot
abbreviate,expand
abduct,adduct
abide by,disrespect
abolish,establish
abridge,expand
absolve,blame
absorb,emit
abstain,consume
accede,dissent
accelerate,decelerate|decelerate
accept,reject|refuse|refuse
accommodate,disoblige
acetify,sweeten|alkalize
acidify,sweeten|alkalize
acidulate,sweeten
acknowledge,deny
acquiesce,dissent
acquire,lose
acquit,convict
activate,inactivate
add together,subtract
adjust,skew
admire,look down on
admit,deny|reject|exclude
aestivate,hibernate;hibernate
affirm,negate
aggrade,degrade
aggravate,better
agitate,calm
agree,disagree|disagree
align,skew
aline,skew
alkalify,acidify
alkalise,acidify
alkalize,acidify
allow,prevent|forbid;disallow|deny
allow in,reject
ameliorate,worsen|worsen
amend,worsen
amplify,understate
anaesthetise,bring to
anaesthetize,bring to
analyse,synthesize
analyze,synthesize
anathemise,bless
anathemize,bless
anesthetise,bring to
anesthetize,bring to
annul,validate
ante up,default
antecede,postdate
antedate,postdate|postdate
appear,disappear|disappear
applaud,boo
apply,defy|exempt
appreciate,depreciate|depreciate
apprise,depreciate|depreciate
apprize,depreciate|depreciate
approbate,reprobate
approve,disapprove|disapprove
arise,sit down|fall|go to bed;turn in
arouse,fall asleep|sedate;de-energize;de-energise|cause to sleep
arrange,disarrange
arrive,leave
arrogate,forfeit
ascend,descend|set
ask,obviate
assail,defend
assemble,disassemble
assimilate,dissimilate|dissimilate|dissimilate
assoil,convict
assure,worry
attach,detach|detach
attaint,honor
attend,miss
attend to,neglect
attract,repel|repel
avoid,confront|validate
avouch,disavow
avow,disavow
awaken,cause to sleep|fall asleep
babble out,keep quiet
back up,unclog
basify,acidify
be active,rest
be born,die
be full,starve
be quiet,open up
be sick,keep down
be well,suffer
bear away,bring
bear in mind,forget
bear off,bring
bear on,discontinue
beat back,attract
beautify,uglify
bedamn,bless
beef up,weaken
begrime,clean
begrudge,wish
behave,misbehave
believe,disbelieve
belittle,flatter
belt along,linger
belt up,open up
bemire,clean
bequeath,disinherit
beshrew,bless
bestride,hop out
betray,undeceive
blab,keep quiet
blab out,keep quiet
blacken,whiten
blandish,disparage
blank out,remember
bless,curse|desecrate
blow out,ignite
blow up,reduce|deflate
borrow,lend
bottlefeed,breastfeed
bottom out,top out
bounce back,get worse
branch out,specialize
break apart,assemble|unify
break down,synthesize
break even,profit
break up,assemble
breastfeed,bottlefeed
breathe in,exhale
breathe out,inhale
brighten,darken|overcast
bring,take away
bring around,anesthetize
bring back,anesthetize
bring down,raise
bring forward,back
bring home the bacon,fail
bring off,fail
bring round,anesthetize
bring to,anesthetize
bring together,disjoin
bring up,lower
broaden,specialize
bucket along,linger
build up,disarm
buoy up,weigh down
bury,remember
button up,open up
buy at,boycott;boycott
buy the farm,be born
calcify,decalcify
call back,forget
call for,obviate
calm down,agitate
cannonball along,linger
carry away,bring
